timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1526461763434,108,GET Request,200,OK,Thread Group 1-52,text,true,862,392,100,100,http://jsonplaceholder.typicode.com/posts/45,108,1,0,0,50
1526461763405,141,GET Request,200,OK,Thread Group 1-15,text,true,857,392,100,100,http://jsonplaceholder.typicode.com/posts/22,141,1,0,0,50
1526461763457,106,GET Request,200,OK,Thread Group 1-87,text,true,873,392,100,100,http://jsonplaceholder.typicode.com/posts/41,106,1,0,0,50
1526461763466,118,GET Request,200,OK,Thread Group 1-28,text,true,877,392,100,100,http://jsonplaceholder.typicode.com/posts/47,118,1,0,0,52
1526461763464,122,GET Request,200,OK,Thread Group 1-36,text,true,879,392,100,100,http://jsonplaceholder.typicode.com/posts/31,122,1,0,0,51
1526461763467,133,GET Request,200,OK,Thread Group 1-66,text,true,907,392,100,100,http://jsonplaceholder.typicode.com/posts/50,133,1,0,0,48
1526461763523,104,GET Request,200,OK,Thread Group 1-6,text,true,869,392,100,100,http://jsonplaceholder.typicode.com/posts/15,104,1,0,0,49
1526461763521,111,GET Request,200,OK,Thread Group 1-100,text,true,861,392,100,100,http://jsonplaceholder.typicode.com/posts/64,111,1,0,0,51
1526461763550,109,GET Request,200,OK,Thread Group 1-62,text,true,874,391,100,100,http://jsonplaceholder.typicode.com/posts/8,109,1,0,0,51
1526461763561,110,GET Request,200,OK,Thread Group 1-49,text,true,841,392,100,100,http://jsonplaceholder.typicode.com/posts/87,110,1,0,0,49
1526461763597,413,GET Request,200,OK,Thread Group 1-3,text,true,886,392,100,100,http://jsonplaceholder.typicode.com/posts/32,413,1,0,0,52
1526461763630,381,GET Request,200,OK,Thread Group 1-96,text,true,895,392,100,100,http://jsonplaceholder.typicode.com/posts/75,381,1,0,0,52
1526461763604,454,GET Request,200,OK,Thread Group 1-79,text,true,854,392,100,100,http://jsonplaceholder.typicode.com/posts/98,454,1,0,0,50
1526461764241,105,GET Request,200,OK,Thread Group 1-27,text,true,887,392,100,100,http://jsonplaceholder.typicode.com/posts/80,105,1,0,0,50
1526461764239,109,GET Request,200,OK,Thread Group 1-83,text,true,850,392,100,100,http://jsonplaceholder.typicode.com/posts/78,109,1,0,0,50
1526461764240,157,GET Request,200,OK,Thread Group 1-2,text,true,864,392,100,100,http://jsonplaceholder.typicode.com/posts/17,157,1,0,0,73
1526461764304,109,GET Request,200,OK,Thread Group 1-21,text,true,881,392,100,100,http://jsonplaceholder.typicode.com/posts/60,109,1,0,0,50
1526461764302,112,GET Request,200,OK,Thread Group 1-92,text,true,884,392,100,100,http://jsonplaceholder.typicode.com/posts/84,112,1,0,0,49
1526461764302,113,GET Request,200,OK,Thread Group 1-93,text,true,857,392,100,100,http://jsonplaceholder.typicode.com/posts/22,113,1,0,0,53
1526461764308,111,GET Request,200,OK,Thread Group 1-11,text,true,874,391,100,100,http://jsonplaceholder.typicode.com/posts/8,111,1,0,0,48
1526461764309,111,GET Request,200,OK,Thread Group 1-97,text,true,872,392,100,100,http://jsonplaceholder.typicode.com/posts/96,111,1,0,0,49
1526461764312,108,GET Request,200,OK,Thread Group 1-53,text,true,859,392,100,100,http://jsonplaceholder.typicode.com/posts/25,108,1,0,0,51
1526461764504,114,GET Request,200,OK,Thread Group 1-61,text,true,902,392,100,100,http://jsonplaceholder.typicode.com/posts/95,114,1,0,0,52
1526461764505,114,GET Request,200,OK,Thread Group 1-37,text,true,870,392,100,100,http://jsonplaceholder.typicode.com/posts/19,114,1,0,0,51
1526461764510,110,GET Request,200,OK,Thread Group 1-32,text,true,884,392,100,100,http://jsonplaceholder.typicode.com/posts/84,110,1,0,0,50
